2025-03-22 12:36:01 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 12012
2025-03-22 12:36:01 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-03-22 12:36:01 0 [Note] InnoDB: Uses event mutexes
2025-03-22 12:36:01 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-03-22 12:36:01 0 [Note] InnoDB: Number of pools: 1
2025-03-22 12:36:01 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=403] with future log sequence number 4231747
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 4231708
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 4243133
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=4] with future log sequence number 4243610
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=375] with future log sequence number 4243133
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 4241790
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 4243570
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=405] with future log sequence number 4241790
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 4241531
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=305] with future log sequence number 4243186
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=304] with future log sequence number 4241336
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=303] with future log sequence number 4241274
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=302] with future log sequence number 4243311
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=62, page number=4] with future log sequence number 4241096
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=62, page number=3] with future log sequence number 4240639
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=62, page number=2] with future log sequence number 4241096
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 4248566
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=4] with future log sequence number 4248782
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 4248566
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=226] with future log sequence number 4245674
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 4248602
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=369] with future log sequence number 4245674
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 4245251
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=49, page number=5] with future log sequence number 4245175
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=49, page number=4] with future log sequence number 4245136
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=49, page number=3] with future log sequence number 4245271
2025-03-22 12:36:01 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=419] with future log sequence number 4245251
2025-03-22 12:36:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 4240649 is in the future! Current system log sequence number 300306.
2025-03-22 12:36:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-22 12:36:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2657905 is in the future! Current system log sequence number 300306.
2025-03-22 12:36:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-22 12:36:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 4244222 is in the future! Current system log sequence number 300306.
2025-03-22 12:36:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-03-22 12:36:01 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 4158088 is in the future! Current system log sequence number 300306.
2025-03-22 12:36:01 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
